"yyyy","mm","day","HH","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2017,7,27,1,30,3.3,0.2,0.05,2.383756636,7.031209941,0.264196896272458,0.0595,200.2642991
2017,7,27,2,0,3.3,0.2,0.05,2.120860997,2.226952037,0.228691932520585,0.0512,210.5155623
2017,7,27,2,30,3.3,0.2,0.05,2.000427181,0.299401941,0.447910078029062,0.0248,211.9652
2017,7,27,3,0,3.3,0.2,0.05,1.941362282,1.842605666,0.185472369909914,0.0335,218.1632861
2017,7,27,3,30,3.3,0.2,0.05,1.657593079,2.105958831,0.403767045460622,0.0401,216.5155304
2017,7,27,4,0,3.3,0.2,0.05,1.399239271,9.503994087,0.324376708473343,0.0548,224.9341876
2017,7,27,4,30,3.3,0.2,0.05,1.886681883,27.18853102,0.372019464544532,0.0891,242.2501294
2017,7,27,5,0,3.3,0.2,0.05,1.966734911,10.07467076,0.52048369426909,0.0856,229.3804763
2017,7,27,5,30,3.3,0.2,0.05,1.875019527,6.168885318,0.497057909101143,0.0509,215.745097
2017,7,27,6,0,3.3,0.2,0.05,1.690210774,23.23107851,0.30199337741083,0.0964,248.7489857
2017,7,27,6,30,3.3,0.2,0.05,2.1676484,-389.9869241,0.337373134674354,0.115414802,237.8598213
2017,7,27,7,0,3.3,0.2,0.05,1.654809495,-12.00214436,0.264386081328046,0.0732,219.9935748
2017,7,27,7,30,3.3,0.2,0.05,1.723189927,-13.92610315,0.393719713755865,0.127000357,249.8319431
2017,7,27,8,0,3.3,0.2,0.05,1.982862956,-8.755256122,0.381048857759737,0.138209779,247.2729122
2017,7,27,8,30,3.3,0.2,0.05,2.258972436,-9.92629705,0.414052037792353,0.144936081,238.5290874
2017,7,27,9,0,3.3,0.2,0.05,2.280054771,-6.368943227,0.534610094367849,0.164744397,249.1883056
2017,7,27,9,30,3.3,0.2,0.05,2.456106435,-17.44742184,0.612803515002974,0.249932196,261.3254572
2017,7,27,10,0,3.3,0.2,0.05,2.775890562,-11.78593214,0.699446877182249,0.239151301,261.4053363
2017,7,27,10,30,3.3,0.2,0.05,2.849183858,-11.27964362,0.664784465823322,0.212174631,253.3693337
2017,7,27,11,0,3.3,0.2,0.05,2.450924063,-10.9010058,0.64560347040579,0.202447598,245.2221928
2017,7,27,11,30,3.3,0.2,0.05,2.104416198,-5.924599234,0.760623283892887,0.169956545,252.985384
2017,7,27,12,0,3.3,0.2,0.05,1.827834547,-3.317953068,0.955113248782572,0.200835467,255.0537182
2017,7,27,12,30,3.3,0.2,0.05,3.181893094,-33.36237116,1.10226459346202,0.285450316,54.84422601
2017,7,27,13,0,3.3,0.2,0.05,1.102386929,-227.4301899,1.59874937279112,0.14998559,98.17315806
2017,7,27,13,30,3.3,0.2,0.05,2.379432023,203.1818125,0.340794226770349,0.196794423,158.8945208
2017,7,27,14,0,3.3,0.2,0.05,1.481528629,-12.49040207,0.333732863230459,0.171487821,159.1496485
2017,7,27,14,30,3.3,0.2,0.05,0.4318378,-3.058891258,0.628733702770895,0.13557914,189.5143655
2017,7,27,15,0,3.3,0.2,0.05,2.023539541,-6.259701939,1.1760317712545,0.237362221,54.52485213
2017,7,27,15,30,3.3,0.2,0.05,2.794346517,-11.57378322,1.28829647209018,0.218281534,10.65129942
2017,7,27,16,0,3.3,0.2,0.05,1.930135449,-4.752939382,0.528701990728236,0.121009536,5.095606303
2017,7,27,16,30,3.3,0.2,0.05,0.527208104,-3.934307298,0.740989270502617,0.107151609,7.002650682
2017,7,27,17,0,3.3,0.2,0.05,1.356692606,-6.459726492,0.821365897149376,0.185610555,4.801316184
2017,7,27,17,30,3.3,0.2,0.05,1.21254244,-7.498218979,0.955692302992966,0.200265935,28.12313351
2017,7,27,18,0,3.3,0.2,0.05,0.876494396,-6.458563394,0.882184897286277,0.185626186,69.24097275
2017,7,27,18,30,3.3,0.2,0.05,1.842703477,-2.65012385,0.558221233920746,0.0863,12.32107276
2017,7,27,19,0,3.3,0.2,0.05,1.822069693,-83.79708144,0.273495886623547,0.131539497,21.78253057
2017,7,27,19,30,3.3,0.2,0.05,2.295975558,-14.66023167,0.369583485832362,0.167688426,14.7406762
2017,7,27,20,0,3.3,0.2,0.05,1.216075751,-10.19124177,0.291376045686669,0.0448,11.54675584
2017,7,27,20,30,3.3,0.2,0.05,1.027943136,15.46096935,0.285482048472404,0.162180132,245.6496505
2017,7,27,21,0,3.3,0.2,0.05,1.794859303,13.04782411,0.22781571499789,0.0817,269.4019222
2017,7,27,21,30,3.3,0.2,0.05,1.837858649,3.179962286,0.259422435421457,0.0515,243.948802
2017,7,27,22,0,3.3,0.2,0.05,1.440706036,67.93548474,0.506022856203156,0.0531,216.040013
2017,7,27,22,30,3.3,0.2,0.05,1.664471464,61.86729288,0.503622929382688,0.068,202.1750418
2017,7,27,23,0,3.3,0.2,0.05,2.050351439,6.357702466,0.361750498271944,0.0551,204.4445064
2017,7,27,23,30,3.3,0.2,0.05,1.911899681,3.065170035,0.383008758385497,0.0448,196.7992361
2017,7,28,0,0,3.3,0.2,0.05,2.060582674,-1618.537075,0.436940574906932,0.0717,220.9655911
2017,7,28,0,30,3.3,0.2,0.05,2.015199946,24.94894291,0.588466092481122,0.0895,239.0951678
2017,7,28,1,0,3.3,0.2,0.05,1.885342493,2.759161007,0.271108834234519,0.046,221.3039933
2017,7,28,1,30,3.3,0.2,0.05,1.910633805,1.308869029,0.311769145362398,0.0351,217.1024177
2017,7,28,2,0,3.3,0.2,0.05,1.494328781,9.620446246,0.365871517065759,0.0543,239.4727086
2017,7,28,2,30,3.3,0.2,0.05,1.455460953,46.42270638,0.539592107058656,0.0655,170.7825231
2017,7,28,3,0,3.3,0.2,0.05,1.458745481,59.00248331,0.249599679486974,0.0888,157.9940887
2017,7,28,3,30,3.3,0.2,0.05,1.477672315,3.364308953,0.745212089944869,0.0634,237.1010922
2017,7,28,4,0,3.3,0.2,0.05,1.305630741,31.57833028,0.20952326839757,0.0437,190.7325032
2017,7,28,4,30,3.3,0.2,0.05,0.969788201,-2.740068216,0.428053396201922,0.051,257.9974793
2017,7,28,5,0,3.3,0.2,0.05,0.975028884,3.786484064,0.989510569423086,0.0553,225.4448237
2017,7,28,5,30,3.3,0.2,0.05,0.632549919,0.496816894,0.456912068126899,0.0309,221.7252996
2017,7,28,6,0,3.3,0.2,0.05,0.604605221,13.01595734,0.261151297144012,0.0571,188.4896673
2017,7,28,6,30,3.3,0.2,0.05,0.320541825,14.6623252,0.268328157299975,0.054,257.5045011
2017,7,28,7,0,3.3,0.2,0.05,0.928614216,-13.32504955,0.380954001160245,0.0887,269.7676357
2017,7,28,7,30,3.3,0.2,0.05,2.111686186,-29.18403316,0.497944777058661,0.140590429,235.6432062
2017,7,28,8,0,3.3,0.2,0.05,1.705962548,-18.41993209,0.376191412714325,0.151594069,264.8825073
2017,7,28,8,30,3.3,0.2,0.05,0.87610336,-0.736442623,0.308382878902186,0.0561,266.5439311
2017,7,28,9,0,3.3,0.2,0.05,1.2132971,-6.935141504,0.382842160687665,0.150104575,274.0558026
2017,7,28,9,30,3.3,0.2,0.05,1.043361672,-11.92536112,0.984839161487803,0.178775786,7.29784828
2017,7,28,10,0,3.3,0.2,0.05,0.462094232,-40.44278454,1.10134707517658,0.311825157,253.2937944
2017,7,28,10,30,3.3,0.2,0.05,0.912862024,-3.756811693,0.685009882410466,0.166367683,8.079659966
2017,7,28,11,0,3.3,0.2,0.05,1.149724347,-7.208848597,0.835037435687766,0.141141282,255.8785155
2017,7,28,11,30,3.3,0.2,0.05,1.006368632,-0.65511417,1.05618380218596,0.103870314,247.4181453
2017,7,28,12,0,3.3,0.2,0.05,1.899794747,-11.0223031,1.44140532710269,0.246607805,1.208075871
2017,7,28,12,30,3.3,0.2,0.05,1.791653284,-6.522604257,0.972101413433804,0.20013642,1.535502303
2017,7,28,13,0,3.3,0.2,0.05,0.590819729,-12.43994705,0.982085067598525,0.1995133,344.1556424
2017,7,28,13,30,3.3,0.2,0.05,0.601420269,-21.09693201,1.21754086379062,0.355723831,190.2440886
2017,7,28,14,0,3.3,0.2,0.05,4.577738351,-21.58968229,1.10293238777361,0.322319779,187.7891599
2017,7,28,14,30,3.3,0.2,0.05,4.624627064,-28.8021667,1.08711179553899,0.350787213,183.9944932
2017,7,28,15,0,3.3,0.2,0.05,4.288930845,-23.0845559,1.09010510089624,0.325107669,189.7282116
2017,7,28,15,30,3.3,0.2,0.05,4.249439924,-24.76427719,1.20139448142565,0.315303345,192.4514516
2017,7,28,16,0,3.3,0.2,0.05,3.426208898,-14.11548819,1.44879570402455,0.263005537,198.6969156
2017,7,28,16,30,3.3,0.2,0.05,2.57278905,-9.444809742,1.1048594584833,0.226350637,191.2329263
2017,7,28,17,0,3.3,0.2,0.05,2.774682232,-9.619640728,1.26027655933132,0.211403988,201.1779943
2017,7,28,17,30,3.3,0.2,0.05,2.94668041,-8.236557908,0.78606322073991,0.208277063,231.9927552
2017,7,28,18,0,3.3,0.2,0.05,2.339762095,-5.993886518,0.875843977543946,0.156762661,206.0089892
2017,7,28,18,30,3.3,0.2,0.05,2.695314219,-37.13150182,0.589601872452929,0.171272359,204.5593915
2017,7,28,19,0,3.3,0.2,0.05,2.549055156,27.62680534,1.60577947022622,0.229559076,228.1413482
2017,7,28,19,30,3.3,0.2,0.05,5.208910394,-230.8695785,0.79694105051754,0.358626328,255.0266405
2017,7,28,20,0,3.3,0.2,0.05,3.734976298,-124.4555799,0.550264509122658,0.23574744,251.5306606
2017,7,28,20,30,3.3,0.2,0.05,2.743098156,-293.7674899,0.384617450202146,0.187982836,268.7540087
2017,7,28,21,0,3.3,0.2,0.05,1.926726187,8.461213442,0.392136157475946,0.0866,253.7514089
2017,7,28,21,30,3.3,0.2,0.05,1.308485937,7.111296902,0.62606633194894,0.0848,198.6555494
2017,7,28,22,0,3.3,0.2,0.05,1.444379248,8.131141948,0.376659425741611,0.036,181.5199314
2017,7,28,22,30,3.3,0.2,0.05,1.340539134,5.846432308,0.648613302361276,0.105614179,163.9850755
2017,7,28,23,0,3.3,0.2,0.05,1.975548291,0.819960946,0.293428015022424,0.0543,124.6558734
2017,7,28,23,30,3.3,0.2,0.05,2.243788024,-0.44557655,0.110453610171873,0.0282,159.0354525
2017,7,29,0,0,3.3,0.2,0.05,1.101625062,-7.815442235,0.276767050061961,0.0963,155.4533595
2017,7,29,0,30,3.3,0.2,0.05,1.066829747,-12.58775304,0.466894227850377,0.10393004,223.5548684
2017,7,29,1,0,3.3,0.2,0.05,1.068750018,45.16487706,0.649862625483263,0.106922638,227.6604098
2017,7,29,1,30,3.3,0.2,0.05,1.62753836,1.798193462,0.359252549051499,0.082,180.0499585
2017,7,29,2,0,3.3,0.2,0.05,0.776231119,0.512544952,0.553103952254908,0.0255,143.8535728
2017,7,29,2,30,3.3,0.2,0.05,1.515047464,1.156233328,0.278388218141501,0.0475,167.9000801
2017,7,29,3,0,3.3,0.2,0.05,1.781504584,173.3795032,0.626193923637079,0.085,205.7684369
2017,7,29,3,30,3.3,0.2,0.05,1.50808675,1.535835651,0.313209195267316,0.035,217.131706
2017,7,29,4,0,3.3,0.2,0.05,1.571776381,6.783762564,0.531871688473827,0.0692,189.241676
2017,7,29,4,30,3.3,0.2,0.05,1.754314418,2.153696464,0.875919370718561,0.0651,210.3759437
2017,7,29,5,0,3.3,0.2,0.05,1.583812933,2.455967184,0.429535042807918,0.0394,203.201148
2017,7,29,5,30,3.3,0.2,0.05,1.135697029,4.505497854,0.349075070722617,0.0593,199.853951
2017,7,29,6,0,3.3,0.2,0.05,1.318667142,-31.88241764,0.342438730286164,0.0711,223.5732853
2017,7,29,6,30,3.3,0.2,0.05,2.373959692,-21.39420544,0.433942249613932,0.182549792,239.8370733
2017,7,29,7,0,3.3,0.2,0.05,1.523694309,-11.28465922,0.73741061221005,0.153095704,258.0356538
2017,7,29,7,30,3.3,0.2,0.05,2.076015472,-4.876876896,0.575962423253462,0.131016846,266.6635967
2017,7,29,8,0,3.3,0.2,0.05,1.458445509,-1.833167131,0.538921163065619,0.110427776,257.9541303
2017,7,29,8,30,3.3,0.2,0.05,1.026328665,-4.677297609,0.728165052718132,0.170502955,265.2322833
2017,7,29,9,0,3.3,0.2,0.05,0.622697819,-6.181136038,0.640396719229573,0.192867912,93.60033731
2017,7,29,9,30,3.3,0.2,0.05,1.116761967,-3.050786702,0.646267470943726,0.166936615,28.86151206
2017,7,29,10,0,3.3,0.2,0.05,0.845285338,-4.164293295,1.16719441568232,0.173907759,43.74471141
2017,7,29,10,30,3.3,0.2,0.05,1.114781597,-1.989898555,0.689841254927538,0.110660484,330.6486139
2017,7,29,11,0,3.3,0.2,0.05,0.83507994,-6.610424712,0.956890969755698,0.200832184,27.69689241
2017,7,29,11,30,3.3,0.2,0.05,1.773574373,-1.954930058,0.866461375365342,0.114864898,39.80201766
2017,7,29,12,0,3.3,0.2,0.05,1.80613272,-8.327025042,0.945702362268383,0.196730885,358.2603523
2017,7,29,12,30,3.3,0.2,0.05,1.46534524,-2.764107617,0.722705595661193,0.126390595,3.887645233
2017,7,29,13,0,3.3,0.2,0.05,2.155896942,-5.029769375,0.879077976632335,0.162110137,355.8278144
2017,7,29,13,30,3.3,0.2,0.05,1.022902554,-24.61271956,0.551208332665608,0.215770003,283.4307652
2017,7,29,14,0,3.3,0.2,0.05,1.133036742,-4.538526281,1.51602930743439,0.126645911,341.8661129
2017,7,29,14,30,3.3,0.2,0.05,3.738973692,-45.34151784,0.746944407569934,0.254617689,353.4933553
2017,7,29,15,0,3.3,0.2,0.05,3.425670361,-48.86879428,0.947214468322776,0.253445178,351.8579908
2017,7,29,15,30,3.3,0.2,0.05,2.005079828,-50.46891911,0.94836770716848,0.188461563,338.3333157
2017,7,29,16,0,3.3,0.2,0.05,0.786583362,-5.88060875,0.63023969329137,0.0921,204.2410816
2017,7,29,16,30,3.3,0.2,0.05,2.575651665,-3.503340956,0.812728544472261,0.121235319,219.1286836
2017,7,29,17,0,3.3,0.2,0.05,2.903866446,-51.6130693,0.538017132626834,0.130073851,209.5818561
2017,7,29,17,30,3.3,0.2,0.05,2.431097799,-16.88563569,0.48402135799983,0.129617969,215.8874195
2017,7,29,18,0,3.3,0.2,0.05,1.574227222,22.96068952,2.08524224971585,0.134607951,268.5602847
2017,7,29,18,30,3.3,0.2,0.05,1.992183712,5.390287871,0.83653155170621,0.0806,224.0015471
2017,7,29,19,0,3.3,0.2,0.05,1.752670845,30.28361698,0.34053409080443,0.0761,185.3110807
2017,7,29,19,30,3.3,0.2,0.05,1.943442303,6.215302485,0.54073838128988,0.0688,187.3735976
2017,7,29,20,0,3.3,0.2,0.05,2.01680922,57.06280101,1.55700682272108,0.238218879,107.2380439
2017,7,29,20,30,3.3,0.2,0.05,3.188182983,20.27750469,0.771371501288452,0.18044599,136.8182851
2017,7,29,21,0,3.3,0.2,0.05,1.584488983,6.945029268,0.488366683957864,0.0926,163.3672282
2017,7,29,21,30,3.3,0.2,0.05,0.312155411,-182.4408364,0.581853504758715,0.178402955,254.0730058
2017,7,29,22,0,3.3,0.2,0.05,1.463025587,76.75477905,0.416658748858103,0.0861,206.2664007
2017,7,29,22,30,3.3,0.2,0.05,1.266424684,8.008204156,0.44343379438198,0.103059865,234.6799884
2017,7,29,23,0,3.3,0.2,0.05,1.684391475,7.072036175,0.648618872682564,0.0579,203.2999575
2017,7,29,23,30,3.3,0.2,0.05,2.115948815,28.08647647,0.831082353320055,0.085,218.3890288
2017,7,30,0,0,3.3,0.2,0.05,2.524545819,6.22481427,0.580251416198186,0.0967,214.4217205
2017,7,30,0,30,3.3,0.2,0.05,2.483782614,0.866225774,0.425199579021428,0.0395,229.3550069
2017,7,30,1,0,3.3,0.2,0.05,2.344167636,10.60418185,0.365917742122461,0.0576,215.2393444
2017,7,30,1,30,3.3,0.2,0.05,2.070256154,8.858361954,0.48946339393258,0.0806,232.8407369
2017,7,30,2,0,3.3,0.2,0.05,2.26250118,2.82339492,0.251992063367083,0.0556,254.9760439
2017,7,30,2,30,3.3,0.2,0.05,1.995609129,3.767408768,0.37821808259257,0.0562,232.5745036
2017,7,30,3,0,3.3,0.2,0.05,1.805739916,0.751479126,0.39685065326896,0.0358,216.7738577
2017,7,30,3,30,3.3,0.2,0.05,1.823385145,4.561270124,0.219089023002066,0.0476,235.3164607
2017,7,30,4,0,3.3,0.2,0.05,1.534681711,8.061051298,0.351787036429713,0.0583,247.6901814
2017,7,30,4,30,3.3,0.2,0.05,1.47533713,2.072091293,0.699238908385396,0.0359,219.758347
2017,7,30,5,0,3.3,0.2,0.05,1.590586773,9.539912949,0.211660104885167,0.0588,205.1803239
2017,7,30,5,30,3.3,0.2,0.05,1.426411801,-108.0787782,0.268700576850888,0.0781,195.5050617
2017,7,30,6,0,3.3,0.2,0.05,1.343042879,6.213893328,0.280713376952364,0.0449,217.0490832
2017,7,30,6,30,3.3,0.2,0.05,1.005146626,3.583344055,0.22561028345357,0.0552,193.955236
2017,7,30,7,0,3.3,0.2,0.05,0.700328526,-5.493158167,0.182482875908947,0.044,206.8032244
2017,7,30,7,30,3.3,0.2,0.05,1.278170225,-6.582388749,0.214709105535839,0.0843,239.9687532
2017,7,30,8,0,3.3,0.2,0.05,1.494825833,-6.026548837,0.300333148353624,0.102528889,235.0403693
2017,7,30,8,30,3.3,0.2,0.05,1.19152586,-3.985021366,0.345766299688099,0.107524234,237.1197631
2017,7,30,9,0,3.3,0.2,0.05,0.602695219,-5.128739061,0.449204640447981,0.105720565,243.0416341
2017,7,30,9,30,3.3,0.2,0.05,0.997149768,-4.009653738,0.553487120898039,0.134066712,354.2107981
2017,7,30,10,0,3.3,0.2,0.05,0.888103989,-4.404167321,0.711542278434669,0.145028503,43.25704195
2017,7,30,10,30,3.3,0.2,0.05,1.113807846,-4.4324291,0.70610887404139,0.161521753,64.38017268
2017,7,30,11,0,3.3,0.2,0.05,1.038300126,-0.49399407,0.639427952157239,0.073,80.45241329
2017,7,30,11,30,3.3,0.2,0.05,1.146235776,-0.673783559,0.747625949255375,0.103793998,47.22269335
2017,7,30,12,0,3.3,0.2,0.05,1.586067704,-3.058827854,1.0224774036623,0.167402349,66.73077977
2017,7,30,12,30,3.3,0.2,0.05,1.528934106,-6.628779848,1.01793650538725,0.232835946,35.98248426
2017,7,30,13,0,3.3,0.2,0.05,2.235378561,-2.716415848,0.685683408724464,0.162411575,52.65258614
2017,7,30,13,30,3.3,0.2,0.05,2.601517842,-9.462111082,0.966619964101715,0.203720469,57.323219
2017,7,30,14,0,3.3,0.2,0.05,2.735057586,-8.94911372,0.944102687211513,0.235578175,37.07273977
2017,7,30,14,30,3.3,0.2,0.05,1.8966829,-12.34428478,1.84910455653541,0.230704126,64.71392819
2017,7,30,15,0,3.3,0.2,0.05,3.481024337,-21.29586062,0.946431913029141,0.309050392,22.76447006
2017,7,30,15,30,3.3,0.2,0.05,3.069421147,-20.08005162,0.951398415491638,0.278952056,38.7722512
2017,7,30,16,0,3.3,0.2,0.05,3.187168793,-18.44575579,0.919991846159519,0.275427734,52.5913088
2017,7,30,16,30,3.3,0.2,0.05,2.96885183,-18.43889222,1.11005077586568,0.30923557,53.66726937
2017,7,30,17,0,3.3,0.2,0.05,4.043490773,-22.62227182,1.1078723121371,0.333430936,63.99924041
2017,7,30,17,30,3.3,0.2,0.05,3.344588178,-22.7275992,1.19868909688876,0.311506297,41.54193272
2017,7,30,18,0,3.3,0.2,0.05,3.56351588,-2274.93878,0.728315293674381,0.274461705,28.11306969
2017,7,30,18,30,3.3,0.2,0.05,2.787087454,155.1728608,0.907596416916682,0.236302799,121.8014068
2017,7,30,19,0,3.3,0.2,0.05,2.963020452,24.87271587,0.416968576753693,0.163278319,130.8101624
2017,7,30,19,30,3.3,0.2,0.05,1.464252253,17.61720621,1.89853886054513,0.180440172,48.78937449
2017,7,30,20,0,3.3,0.2,0.05,1.483485259,4.396910439,0.787759317939179,0.0959,242.9139158
2017,7,30,20,30,3.3,0.2,0.05,2.138222928,2.037519936,0.485082069344972,0.0508,221.8556125
2017,7,30,21,0,3.3,0.2,0.05,3.069528822,16.51760942,0.523635589890527,0.186275016,251.6642074
2017,7,30,21,30,3.3,0.2,0.05,1.056500928,22.77032835,0.979511640053348,0.13200545,16.18976837
2017,7,30,22,0,3.3,0.2,0.05,2.17336582,5.599454621,0.311126983722081,0.0849,114.7688302
2017,7,30,22,30,3.3,0.2,0.05,0.820969237,25.65114289,0.904681934162499,0.141587969,71.27510815
2017,7,30,23,0,3.3,0.2,0.05,0.612096558,48.8771069,1.1088883636327,0.0693,78.25080563
2017,7,30,23,30,3.3,0.2,0.05,1.023451307,7.194952649,0.678077463126448,0.11071062,106.2111359
2017,7,31,0,0,3.3,0.2,0.05,0.455569307,-206.0662579,0.51690505317708,0.257170921,21.12033387
2017,7,31,0,30,3.3,0.2,0.05,0.498481274,5.10204708,0.634509040912736,0.0873,89.3317685
2017,7,31,1,0,3.3,0.2,0.05,0.490602767,64.56206204,0.818483756711152,0.174374953,196.3315594
2017,7,31,1,30,3.3,0.2,0.05,1.663402083,23.60061504,0.695795329820487,0.0742,215.1612183
2017,7,31,2,0,3.3,0.2,0.05,2.290906816,2.212237424,0.588175099778969,0.0496,234.9797676
2017,7,31,2,30,3.3,0.2,0.05,0.868978328,4.651166364,0.761945692290468,0.0863,220.1541447
2017,7,31,3,0,3.3,0.2,0.05,1.491562473,4.193087127,0.860910446562243,0.0885,208.9679043
2017,7,31,3,30,3.3,0.2,0.05,1.197700234,14.87358287,0.609988717108767,0.131794203,158.9473465
2017,7,31,4,0,3.3,0.2,0.05,0.627382025,18.64946529,1.00610842208979,0.0744,196.5575787
2017,7,31,4,30,3.3,0.2,0.05,1.009686689,5.59377611,0.325038531562029,0.0653,223.0171451
2017,7,31,5,0,3.3,0.2,0.05,1.247578302,1.714191835,0.611154511559884,0.0622,225.2912369
2017,7,31,5,30,3.3,0.2,0.05,1.369423368,5.803254034,0.789900687428489,0.122446642,241.9789314
2017,7,31,6,0,3.3,0.2,0.05,0.188262833,-1940.495894,0.579582095134072,0.419401505,79.01518861
2017,7,31,6,30,3.3,0.2,0.05,0.562475418,-7.966728973,0.394094982206067,0.0982,86.51901653
2017,7,31,7,0,3.3,0.2,0.05,0.455702577,-11.53010762,0.562298239371243,0.167769266,301.5177977
2017,7,31,7,30,3.3,0.2,0.05,1.301601173,-1.640938476,0.539780426655135,0.108651152,257.740745
2017,7,31,8,0,3.3,0.2,0.05,0.989422114,-1.106896432,0.508755356728556,0.0671,267.0452487
2017,7,31,8,30,3.3,0.2,0.05,1.123572657,-4.359407408,0.701759484438935,0.085,355.4065493
2017,7,31,9,0,3.3,0.2,0.05,1.682861458,-11.20551748,0.548606123735417,0.183326822,34.05934566
2017,7,31,9,30,3.3,0.2,0.05,2.172958776,-9.992323869,0.668729138740043,0.184299635,46.35118481
2017,7,31,10,0,3.3,0.2,0.05,2.084263088,-9.62506611,0.677054012616423,0.174292726,32.05936225
2017,7,31,10,30,3.3,0.2,0.05,1.506708154,-1.551071115,0.753324988965586,0.105145868,11.41959639
2017,7,31,11,0,3.3,0.2,0.05,1.773095872,-7.428712922,0.718058125780915,0.155698847,19.04655954
2017,7,31,11,30,3.3,0.2,0.05,1.07169933,-5.009890283,1.32620334903815,0.159999474,31.44645202
2017,7,31,12,0,3.3,0.2,0.05,4.674785565,-41.20887787,1.29231940246984,0.374704968,163.629124
2017,7,31,12,30,3.3,0.2,0.05,5.209102044,-41.6312398,1.44762347072711,0.417953285,170.1707625
2017,7,31,13,0,3.3,0.2,0.05,4.639761424,-28.06088825,1.84488520916614,0.379100895,162.2907293
2017,7,31,13,30,3.3,0.2,0.05,6.250086645,-80.28241127,1.43350788034109,0.540224494,172.9051282
2017,7,31,14,0,3.3,0.2,0.05,6.292883358,-81.23979553,1.46272477007809,0.529651304,166.2881732
2017,7,31,14,30,3.3,0.2,0.05,5.264182819,-49.93228159,1.87230700046761,0.434822469,165.8356701
2017,7,31,15,0,3.3,0.2,0.05,5.449305954,-61.11220522,1.80361246280901,0.449430417,175.8549881
2017,7,31,15,30,3.3,0.2,0.05,6.537417648,-177.1281052,1.31278860027043,0.514885558,170.4897627
2017,7,31,16,0,3.3,0.2,0.05,6.347549657,-145.5428571,1.3263380206418,0.532146159,170.7806103
2017,7,31,16,30,3.3,0.2,0.05,6.659215223,-98.00186789,1.42862834145204,0.527739128,174.1538759
2017,7,31,17,0,3.3,0.2,0.05,6.752626062,-119.8488484,1.4265850896459,0.521351267,174.052742
2017,7,31,17,30,3.3,0.2,0.05,6.08061527,-84.48594012,1.42884053693895,0.462159972,182.6517644
2017,7,31,18,0,3.3,0.2,0.05,5.896015186,-82.71825938,1.47678882241165,0.41900374,179.6649381
2017,7,31,18,30,3.3,0.2,0.05,5.592828749,-157.4888507,1.19772300762739,0.450287004,172.2324348
2017,7,31,19,0,3.3,0.2,0.05,4.437113903,233.8315843,1.0901361836945,0.315512119,180.543078
2017,7,31,19,30,3.3,0.2,0.05,3.712968484,48.012724,1.07693626830932,0.267846298,175.02307
2017,7,31,20,0,3.3,0.2,0.05,3.386338875,42.88744493,0.863581328538314,0.21468204,182.5224313
2017,7,31,20,30,3.3,0.2,0.05,3.883075496,51.60508409,0.861457180595762,0.254929667,177.9356971
2017,7,31,21,0,3.3,0.2,0.05,3.668667837,42.12431332,0.786322781051141,0.23871812,183.4798222
2017,7,31,21,30,3.3,0.2,0.05,2.50145691,28.87823934,0.896870990722746,0.194355224,193.1763734
2017,7,31,22,0,3.3,0.2,0.05,3.070670203,91.33362841,0.920346522783674,0.308599773,172.5521924
2017,7,31,22,30,3.3,0.2,0.05,5.076300246,175.8973857,1.03283249222708,0.456759379,160.116344
2017,7,31,23,0,3.3,0.2,0.05,5.140976779,184.7354366,0.959209214926546,0.426293909,159.7384508
2017,7,31,23,30,3.3,0.2,0.05,4.09844032,96.6889614,1.00524295869208,0.375362335,164.5776361
2017,8,1,0,0,3.3,0.2,0.05,3.195747891,47.15200199,0.86160906970621,0.275362174,172.133019
2017,8,1,0,30,3.3,0.2,0.05,0.494838698,119.4486504,1.92514951523252,0.241967897,225.9136817
2017,8,1,1,0,3.3,0.2,0.05,0.427270584,60.25716988,1.06840701935171,0.231860575,336.8408476
2017,8,1,1,30,3.3,0.2,0.05,0.993294923,60.02133131,0.629434160178807,0.345687615,4.093440245
2017,8,1,2,0,3.3,0.2,0.05,0.96690067,1.456872373,0.890007759516736,0.0846,146.0765218
2017,8,1,2,30,3.3,0.2,0.05,2.488601106,29.62218802,0.704874140538579,0.221696426,181.7747332
2017,8,1,3,0,3.3,0.2,0.05,2.532397565,26.1604749,0.815308724349249,0.203625107,191.5199262
2017,8,1,3,30,3.3,0.2,0.05,1.376980926,10.58810674,0.701462262705557,0.130653613,200.9707094
2017,8,1,4,0,3.3,0.2,0.05,0.88091974,-20.54638122,0.509897638747229,0.12371348,314.1418203
2017,8,1,4,30,3.3,0.2,0.05,1.243570726,7.623401189,0.893935733148642,0.124959413,291.1034884
2017,8,1,5,0,3.3,0.2,0.05,0.548927599,239.4793503,0.874560805204532,0.179127631,261.8658633
2017,8,1,5,30,3.3,0.2,0.05,0.642186323,4.842955804,1.11014498017151,0.0947,255.411888
2017,8,1,6,0,3.3,0.2,0.05,1.547853099,4.65440765,0.853775996383126,0.0503,274.2116351
2017,8,1,6,30,3.3,0.2,0.05,0.559364859,-40.75226805,0.759871947106879,0.148988491,229.4689636
2017,8,1,7,0,3.3,0.2,0.05,0.563309251,6.977402862,0.440034403200477,0.107819091,134.3238909
2017,8,1,7,30,3.3,0.2,0.05,0.451758116,36.13229695,1.04073649835105,0.0729,32.46674795
